category,fiscal_month,amount,fiscal_year,quarter,month
Receipts - Disbursements,1,3.8,2009,4,7
Opening Balance,1,227.6,2009,4,7
TRAN,1,0.0,2009,4,7
Closing Balance,1,231.4,2009,4,7
Receipts - Disbursements,2,-12.8,2009,4,8
Opening Balance,2,231.4,2009,4,8
TRAN,2,0.0,2009,4,8
Closing Balance,2,218.6,2009,4,8
Receipts - Disbursements,3,9.2,2009,4,9
Opening Balance,3,218.6,2009,4,9
TRAN,3,0.0,2009,4,9
Closing Balance,3,227.8,2009,4,9
Receipts - Disbursements,4,-1.3,2009,4,10
Opening Balance,4,227.8,2009,4,10
TRAN,4,0.0,2009,4,10
Closing Balance,4,226.5,2009,4,10
Receipts - Disbursements,5,-409.9,2009,4,11
Opening Balance,5,226.5,2009,4,11
TRAN,5,350.0,2009,4,11
Closing Balance,5,166.6,2009,4,11
Receipts - Disbursements,6,-101.4,2009,4,12
Opening Balance,6,166.6,2009,4,12
TRAN,6,0.0,2009,4,12
Closing Balance,6,65.2,2009,4,12
Receipts - Disbursements,7,-73.3,2009,4,1
Opening Balance,7,65.2,2009,4,1
TRAN,7,0.0,2009,4,1
Closing Balance,7,-8.1,2009,4,1
Receipts - Disbursements,8,204.7,2009,4,2
Opening Balance,8,-8.1,2009,4,2
TRAN,8,0.0,2009,4,2
Closing Balance,8,196.7,2009,4,2
Receipts - Disbursements,9,63.2,2009,4,3
Opening Balance,9,196.7,2009,4,3
TRAN,9,0.0,2009,4,3
Closing Balance,9,259.9,2009,4,3
Receipts - Disbursements,10,102.1,2009,4,4
Opening Balance,10,259.9,2009,4,4
TRAN,10,0.0,2009,4,4
Closing Balance,10,362.0,2009,4,4
Receipts - Disbursements,11,119.4,2009,4,5
Opening Balance,11,362.0,2009,4,5
TRAN,11,-350.0,2009,4,5
Closing Balance,11,131.4,2009,4,5
Receipts - Disbursements,12,-107.0,2009,4,6
Opening Balance,12,131.4,2009,4,6
TRAN,12,0.0,2009,4,6
Closing Balance,12,24.4,2009,4,6
Receipts - Disbursements,1,3.8,2009,3,7
Opening Balance,1,227.6,2009,3,7
TRAN,1,0.0,2009,3,7
Closing Balance,1,231.4,2009,3,7
Receipts - Disbursements,2,-12.8,2009,3,8
Opening Balance,2,231.4,2009,3,8
TRAN,2,0.0,2009,3,8
Closing Balance,2,218.6,2009,3,8
Receipts - Disbursements,3,9.2,2009,3,9
Opening Balance,3,218.6,2009,3,9
TRAN,3,0.0,2009,3,9
Closing Balance,3,227.8,2009,3,9
Receipts - Disbursements,4,-1.3,2009,3,10
Opening Balance,4,227.8,2009,3,10
TRAN,4,0.0,2009,3,10
Closing Balance,4,226.5,2009,3,10
Receipts - Disbursements,5,-409.9,2009,3,11
Opening Balance,5,226.5,2009,3,11
TRAN,5,350.0,2009,3,11
Closing Balance,5,166.6,2009,3,11
Receipts - Disbursements,6,-101.4,2009,3,12
Opening Balance,6,166.6,2009,3,12
TRAN,6,0.0,2009,3,12
Closing Balance,6,65.2,2009,3,12
Receipts - Disbursements,7,-73.3,2009,3,1
Opening Balance,7,65.2,2009,3,1
TRAN,7,0.0,2009,3,1
Closing Balance,7,-8.1,2009,3,1
Receipts - Disbursements,8,204.7,2009,3,2
Opening Balance,8,-8.1,2009,3,2
TRAN,8,0.0,2009,3,2
Closing Balance,8,196.7,2009,3,2
Receipts - Disbursements,9,63.2,2009,3,3
Opening Balance,9,196.7,2009,3,3
TRAN,9,0.0,2009,3,3
Closing Balance,9,259.9,2009,3,3
Receipts - Disbursements,10,102.1,2009,3,4
Opening Balance,10,259.9,2009,3,4
TRAN,10,0.0,2009,3,4
Closing Balance,10,362.0,2009,3,4
Receipts - Disbursements,11,65.1,2009,3,5
Opening Balance,11,362.0,2009,3,5
TRAN,11,-350.0,2009,3,5
Closing Balance,11,77.1,2009,3,5
Receipts - Disbursements,12,-51.9,2009,3,6
Opening Balance,12,77.1,2009,3,6
TRAN,12,0.0,2009,3,6
Closing Balance,12,25.2,2009,3,6
Receipts - Disbursements,1,3.8,2009,2,7
Opening Balance,1,227.6,2009,2,7
TRAN,1,0.0,2009,2,7
Closing Balance,1,231.4,2009,2,7
Receipts - Disbursements,2,-12.8,2009,2,8
Opening Balance,2,231.4,2009,2,8
TRAN,2,0.0,2009,2,8
Closing Balance,2,218.6,2009,2,8
Receipts - Disbursements,3,9.2,2009,2,9
Opening Balance,3,218.6,2009,2,9
TRAN,3,0.0,2009,2,9
Closing Balance,3,227.8,2009,2,9
Receipts - Disbursements,4,-1.3,2009,2,10
Opening Balance,4,227.8,2009,2,10
TRAN,4,0.0,2009,2,10
Closing Balance,4,226.5,2009,2,10
Receipts - Disbursements,5,-409.9,2009,2,11
Opening Balance,5,226.5,2009,2,11
TRAN,5,350.0,2009,2,11
Closing Balance,5,166.6,2009,2,11
Receipts - Disbursements,6,-101.4,2009,2,12
Opening Balance,6,166.6,2009,2,12
TRAN,6,0.0,2009,2,12
Closing Balance,6,65.2,2009,2,12
Receipts - Disbursements,7,-74.0,2009,2,1
Opening Balance,7,65.2,2009,2,1
TRAN,7,0.0,2009,2,1
Closing Balance,7,-8.8,2009,2,1
Receipts - Disbursements,8,170.7,2009,2,2
Opening Balance,8,-8.8,2009,2,2
TRAN,8,0.0,2009,2,2
Closing Balance,8,161.9,2009,2,2
Receipts - Disbursements,9,49.8,2009,2,3
Opening Balance,9,161.9,2009,2,3
TRAN,9,0.0,2009,2,3
Closing Balance,9,211.7,2009,2,3
Receipts - Disbursements,10,109.9,2009,2,4
Opening Balance,10,211.7,2009,2,4
TRAN,10,0.0,2009,2,4
Closing Balance,10,321.6,2009,2,4
Receipts - Disbursements,11,74.9,2009,2,5
Opening Balance,11,321.6,2009,2,5
TRAN,11,-350.0,2009,2,5
Closing Balance,11,46.5,2009,2,5
Receipts - Disbursements,12,-24.7,2009,2,6
Opening Balance,12,46.5,2009,2,6
TRAN,12,0.0,2009,2,6
Closing Balance,12,21.8,2009,2,6
Receipts - Disbursements,1,3.8,2009,1,7
Opening Balance,1,227.6,2009,1,7
TRAN,1,0.0,2009,1,7
Closing Balance,1,231.4,2009,1,7
Receipts - Disbursements,2,-12.8,2009,1,8
Opening Balance,2,231.4,2009,1,8
TRAN,2,0.0,2009,1,8
Closing Balance,2,218.6,2009,1,8
Receipts - Disbursements,3,9.2,2009,1,9
Opening Balance,3,218.6,2009,1,9
TRAN,3,0.0,2009,1,9
Closing Balance,3,227.8,2009,1,9
Receipts - Disbursements,4,-1.3,2009,1,10
Opening Balance,4,227.8,2009,1,10
TRAN,4,0.0,2009,1,10
Closing Balance,4,226.5,2009,1,10
Receipts - Disbursements,5,-461.2,2009,1,11
Opening Balance,5,226.5,2009,1,11
TRAN,5,350.0,2009,1,11
Closing Balance,5,115.3,2009,1,11
Receipts - Disbursements,6,-42.7,2009,1,12
Opening Balance,6,115.3,2009,1,12
TRAN,6,0.0,2009,1,12
Closing Balance,6,72.6,2009,1,12
Receipts - Disbursements,7,4.9,2009,1,1
Opening Balance,7,72.6,2009,1,1
TRAN,7,0.0,2009,1,1
Closing Balance,7,77.5,2009,1,1
Receipts - Disbursements,8,182.1,2009,1,2
Opening Balance,8,77.5,2009,1,2
TRAN,8,0.0,2009,1,2
Closing Balance,8,259.5,2009,1,2
Receipts - Disbursements,9,69.4,2009,1,3
Opening Balance,9,259.5,2009,1,3
TRAN,9,0.0,2009,1,3
Closing Balance,9,329.0,2009,1,3
Receipts - Disbursements,10,107.1,2009,1,4
Opening Balance,10,329.0,2009,1,4
TRAN,10,0.0,2009,1,4
Closing Balance,10,436.1,2009,1,4
Receipts - Disbursements,11,62.2,2009,1,5
Opening Balance,11,436.1,2009,1,5
TRAN,11,-350.0,2009,1,5
Closing Balance,11,148.3,2009,1,5
Receipts - Disbursements,12,-29.4,2009,1,6
Opening Balance,12,148.3,2009,1,6
TRAN,12,0.0,2009,1,6
Closing Balance,12,118.9,2009,1,6
Receipts - Disbursements,1,-64.5,2008,4,7
Opening Balance,1,505.8,2008,4,7
TRAN,1,0.0,2008,4,7
Closing Balance,1,441.3,2008,4,7
Receipts - Disbursements,2,-351.5,2008,4,8
Opening Balance,2,441.3,2008,4,8
TRAN,2,200.0,2008,4,8
Closing Balance,2,289.8,2008,4,8
Receipts - Disbursements,3,-85.5,2008,4,9
Opening Balance,3,289.8,2008,4,9
TRAN,3,0.0,2008,4,9
Closing Balance,3,204.3,2008,4,9
Receipts - Disbursements,4,65.7,2008,4,10
Opening Balance,4,204.3,2008,4,10
TRAN,4,0.0,2008,4,10
Closing Balance,4,270.0,2008,4,10
Receipts - Disbursements,5,-86.7,2008,4,11
Opening Balance,5,270.0,2008,4,11
TRAN,5,0.0,2008,4,11
Closing Balance,5,183.3,2008,4,11
Receipts - Disbursements,6,-89.3,2008,4,12
Opening Balance,6,183.3,2008,4,12
TRAN,6,0.0,2008,4,12
Closing Balance,6,94.0,2008,4,12
Receipts - Disbursements,7,-64.8,2008,4,1
Opening Balance,7,94.0,2008,4,1
TRAN,7,0.0,2008,4,1
Closing Balance,7,29.2,2008,4,1
Receipts - Disbursements,8,241.1,2008,4,2
Opening Balance,8,29.2,2008,4,2
TRAN,8,0.0,2008,4,2
Closing Balance,8,270.3,2008,4,2
Receipts - Disbursements,9,114.3,2008,4,3
Opening Balance,9,270.3,2008,4,3
TRAN,9,0.0,2008,4,3
Closing Balance,9,384.6,2008,4,3
Receipts - Disbursements,10,119.3,2008,4,4
Opening Balance,10,384.6,2008,4,4
TRAN,10,0.0,2008,4,4
Closing Balance,10,503.9,2008,4,4
Receipts - Disbursements,11,68.5,2008,4,5
Opening Balance,11,503.9,2008,4,5
TRAN,11,-200.0,2008,4,5
Closing Balance,11,372.4,2008,4,5
Receipts - Disbursements,12,-153.8,2008,4,6
Opening Balance,12,372.4,2008,4,6
TRAN,12,0.0,2008,4,6
Closing Balance,12,218.5,2008,4,6
Receipts - Disbursements,1,-64.5,2008,3,7
Opening Balance,1,505.8,2008,3,7
TRAN,1,0.0,2008,3,7
Closing Balance,1,441.3,2008,3,7
Receipts - Disbursements,2,-351.5,2008,3,8
Opening Balance,2,441.3,2008,3,8
TRAN,2,200.0,2008,3,8
Closing Balance,2,289.8,2008,3,8
Receipts - Disbursements,3,-85.5,2008,3,9
Opening Balance,3,289.8,2008,3,9
TRAN,3,0.0,2008,3,9
Closing Balance,3,204.3,2008,3,9
Receipts - Disbursements,4,65.7,2008,3,10
Opening Balance,4,204.3,2008,3,10
TRAN,4,0.0,2008,3,10
Closing Balance,4,270.0,2008,3,10
Receipts - Disbursements,5,-86.7,2008,3,11
Opening Balance,5,270.0,2008,3,11
TRAN,5,0.0,2008,3,11
Closing Balance,5,183.3,2008,3,11
Receipts - Disbursements,6,-89.3,2008,3,12
Opening Balance,6,183.3,2008,3,12
TRAN,6,0.0,2008,3,12
Closing Balance,6,94.0,2008,3,12
Receipts - Disbursements,7,-64.8,2008,3,1
Opening Balance,7,94.0,2008,3,1
TRAN,7,0.0,2008,3,1
Closing Balance,7,29.2,2008,3,1
Receipts - Disbursements,8,241.1,2008,3,2
Opening Balance,8,29.2,2008,3,2
TRAN,8,0.0,2008,3,2
Closing Balance,8,270.3,2008,3,2
Receipts - Disbursements,9,114.3,2008,3,3
Opening Balance,9,270.3,2008,3,3
TRAN,9,0.0,2008,3,3
Closing Balance,9,384.6,2008,3,3
Receipts - Disbursements,10,119.3,2008,3,4
Opening Balance,10,384.6,2008,3,4
TRAN,10,0.0,2008,3,4
Closing Balance,10,503.9,2008,3,4
Receipts - Disbursements,11,67.1,2008,3,5
Opening Balance,11,503.9,2008,3,5
TRAN,11,-200.0,2008,3,5
Closing Balance,11,371.0,2008,3,5
Receipts - Disbursements,12,-122.6,2008,3,6
Opening Balance,12,371.0,2008,3,6
TRAN,12,0.0,2008,3,6
Closing Balance,12,248.4,2008,3,6
Receipts - Disbursements,1,-64.6,2008,2,7
Opening Balance,1,505.8,2008,2,7
TRAN,1,0.0,2008,2,7
Closing Balance,1,441.2,2008,2,7
Receipts - Disbursements,2,-351.5,2008,2,8
Opening Balance,2,441.2,2008,2,8
TRAN,2,200.0,2008,2,8
Closing Balance,2,289.7,2008,2,8
Receipts - Disbursements,3,-85.5,2008,2,9
Opening Balance,3,289.7,2008,2,9
TRAN,3,0.0,2008,2,9
Closing Balance,3,204.3,2008,2,9
Receipts - Disbursements,4,65.7,2008,2,10
Opening Balance,4,204.3,2008,2,10
TRAN,4,0.0,2008,2,10
Closing Balance,4,270.0,2008,2,10
Receipts - Disbursements,5,-86.7,2008,2,11
Opening Balance,5,270.0,2008,2,11
TRAN,5,0.0,2008,2,11
Closing Balance,5,183.3,2008,2,11
Receipts - Disbursements,6,-89.3,2008,2,12
Opening Balance,6,183.3,2008,2,12
TRAN,6,0.0,2008,2,12
Closing Balance,6,94.0,2008,2,12
Receipts - Disbursements,7,-33.3,2008,2,1
Opening Balance,7,94.0,2008,2,1
TRAN,7,0.0,2008,2,1
Closing Balance,7,60.7,2008,2,1
Receipts - Disbursements,8,209.9,2008,2,2
Opening Balance,8,60.7,2008,2,2
TRAN,8,0.0,2008,2,2
Closing Balance,8,270.6,2008,2,2
Receipts - Disbursements,9,75.1,2008,2,3
Opening Balance,9,270.6,2008,2,3
TRAN,9,0.0,2008,2,3
Closing Balance,9,345.7,2008,2,3
Receipts - Disbursements,10,126.2,2008,2,4
Opening Balance,10,345.7,2008,2,4
TRAN,10,0.0,2008,2,4
Closing Balance,10,471.8,2008,2,4
Receipts - Disbursements,11,125.5,2008,2,5
Opening Balance,11,471.8,2008,2,5
TRAN,11,-200.0,2008,2,5
Closing Balance,11,397.3,2008,2,5
Receipts - Disbursements,12,-86.3,2008,2,6
Opening Balance,12,397.3,2008,2,6
TRAN,12,0.0,2008,2,6
Closing Balance,12,311.0,2008,2,6
Receipts - Disbursements,1,-64.6,2008,1,7
Opening Balance,1,505.8,2008,1,7
TRAN,1,0.0,2008,1,7
Closing Balance,1,441.3,2008,1,7
Receipts - Disbursements,2,-351.5,2008,1,8
Opening Balance,2,441.3,2008,1,8
TRAN,2,200.0,2008,1,8
Closing Balance,2,289.8,2008,1,8
Receipts - Disbursements,3,-85.5,2008,1,9
Opening Balance,3,289.8,2008,1,9
TRAN,3,0.0,2008,1,9
Closing Balance,3,204.3,2008,1,9
Receipts - Disbursements,4,40.7,2008,1,10
Opening Balance,4,204.3,2008,1,10
TRAN,4,0.0,2008,1,10
Closing Balance,4,244.9,2008,1,10
Receipts - Disbursements,5,-28.3,2008,1,11
Opening Balance,5,244.9,2008,1,11
TRAN,5,0.0,2008,1,11
Closing Balance,5,216.6,2008,1,11
Receipts - Disbursements,6,-35.3,2008,1,12
Opening Balance,6,216.6,2008,1,12
TRAN,6,0.0,2008,1,12
Closing Balance,6,181.3,2008,1,12
Receipts - Disbursements,7,-44.9,2008,1,1
Opening Balance,7,181.3,2008,1,1
TRAN,7,0.0,2008,1,1
Closing Balance,7,136.5,2008,1,1
Receipts - Disbursements,8,212.2,2008,1,2
Opening Balance,8,136.5,2008,1,2
TRAN,8,0.0,2008,1,2
Closing Balance,8,348.6,2008,1,2
Receipts - Disbursements,9,81.6,2008,1,3
Opening Balance,9,348.6,2008,1,3
TRAN,9,0.0,2008,1,3
Closing Balance,9,430.2,2008,1,3
Receipts - Disbursements,10,115.5,2008,1,4
Opening Balance,10,430.2,2008,1,4
TRAN,10,0.0,2008,1,4
Closing Balance,10,545.7,2008,1,4
Receipts - Disbursements,11,104.8,2008,1,5
Opening Balance,11,545.7,2008,1,5
TRAN,11,-200.0,2008,1,5
Closing Balance,11,450.5,2008,1,5
Receipts - Disbursements,12,-66.5,2008,1,6
Opening Balance,12,450.5,2008,1,6
TRAN,12,0.0,2008,1,6
Closing Balance,12,384.0,2008,1,6
Receipts - Disbursements,1,-357.2,2007,4,7
Opening Balance,1,355.7,2007,4,7
TRAN,1,310.0,2007,4,7
Closing Balance,1,308.6,2007,4,7
Receipts - Disbursements,2,58.1,2007,4,8
Opening Balance,2,308.6,2007,4,8
TRAN,2,0.0,2007,4,8
Closing Balance,2,366.7,2007,4,8
Receipts - Disbursements,3,-15.1,2007,4,9
Opening Balance,3,366.7,2007,4,9
TRAN,3,0.0,2007,4,9
Closing Balance,3,351.6,2007,4,9
Receipts - Disbursements,4,13.5,2007,4,10
Opening Balance,4,351.6,2007,4,10
TRAN,4,0.0,2007,4,10
Closing Balance,4,365.1,2007,4,10
Receipts - Disbursements,5,-33.7,2007,4,11
Opening Balance,5,365.1,2007,4,11
TRAN,5,0.0,2007,4,11
Closing Balance,5,331.4,2007,4,11
Receipts - Disbursements,6,-46.3,2007,4,12
Opening Balance,6,331.4,2007,4,12
TRAN,6,0.0,2007,4,12
Closing Balance,6,285.1,2007,4,12
Receipts - Disbursements,7,-25.1,2007,4,1
Opening Balance,7,285.1,2007,4,1
TRAN,7,0.0,2007,4,1
Closing Balance,7,260.0,2007,4,1
Receipts - Disbursements,8,256.9,2007,4,2
Opening Balance,8,260.0,2007,4,2
TRAN,8,0.0,2007,4,2
Closing Balance,8,516.9,2007,4,2
Receipts - Disbursements,9,92.6,2007,4,3
Opening Balance,9,516.9,2007,4,3
TRAN,9,0.0,2007,4,3
Closing Balance,9,609.5,2007,4,3
Receipts - Disbursements,10,136.9,2007,4,4
Opening Balance,10,609.5,2007,4,4
TRAN,10,0.0,2007,4,4
Closing Balance,10,746.3,2007,4,4
Receipts - Disbursements,11,144.3,2007,4,5
Opening Balance,11,746.3,2007,4,5
TRAN,11,-310.0,2007,4,5
Closing Balance,11,580.6,2007,4,5
Receipts - Disbursements,12,-54.9,2007,4,6
Opening Balance,12,580.6,2007,4,6
TRAN,12,0.0,2007,4,6
Closing Balance,12,525.7,2007,4,6
Receipts - Disbursements,1,-357.2,2007,3,7
Opening Balance,1,355.7,2007,3,7
TRAN,1,310.0,2007,3,7
Closing Balance,1,308.6,2007,3,7
Receipts - Disbursements,2,58.1,2007,3,8
Opening Balance,2,308.6,2007,3,8
TRAN,2,0.0,2007,3,8
Closing Balance,2,366.7,2007,3,8
Receipts - Disbursements,3,-15.1,2007,3,9
Opening Balance,3,366.7,2007,3,9
TRAN,3,0.0,2007,3,9
Closing Balance,3,351.6,2007,3,9
Receipts - Disbursements,4,13.5,2007,3,10
Opening Balance,4,351.6,2007,3,10
TRAN,4,0.0,2007,3,10
Closing Balance,4,365.1,2007,3,10
Receipts - Disbursements,5,-33.7,2007,3,11
Opening Balance,5,365.1,2007,3,11
TRAN,5,0.0,2007,3,11
Closing Balance,5,331.4,2007,3,11
Receipts - Disbursements,6,-46.3,2007,3,12
Opening Balance,6,331.4,2007,3,12
TRAN,6,0.0,2007,3,12
Closing Balance,6,285.1,2007,3,12
Receipts - Disbursements,7,-25.1,2007,3,1
Opening Balance,7,285.1,2007,3,1
TRAN,7,0.0,2007,3,1
Closing Balance,7,260.0,2007,3,1
Receipts - Disbursements,8,256.9,2007,3,2
Opening Balance,8,260.0,2007,3,2
TRAN,8,0.0,2007,3,2
Closing Balance,8,516.9,2007,3,2
Receipts - Disbursements,9,92.6,2007,3,3
Opening Balance,9,516.9,2007,3,3
TRAN,9,0.0,2007,3,3
Closing Balance,9,609.5,2007,3,3
Receipts - Disbursements,10,111.4,2007,3,4
Opening Balance,10,609.5,2007,3,4
TRAN,10,0.0,2007,3,4
Closing Balance,10,720.8,2007,3,4
Receipts - Disbursements,11,25.3,2007,3,5
Opening Balance,11,720.8,2007,3,5
TRAN,11,-310.0,2007,3,5
Closing Balance,11,436.1,2007,3,5
Receipts - Disbursements,12,-125.8,2007,3,6
Opening Balance,12,436.1,2007,3,6
TRAN,12,0.0,2007,3,6
Closing Balance,12,310.3,2007,3,6
Receipts - Disbursements,1,-357.2,2007,2,7
Opening Balance,1,355.7,2007,2,7
TRAN,1,310.0,2007,2,7
Closing Balance,1,308.6,2007,2,7
Receipts - Disbursements,2,58.1,2007,2,8
Opening Balance,2,308.6,2007,2,8
TRAN,2,0.0,2007,2,8
Closing Balance,2,366.7,2007,2,8
Receipts - Disbursements,3,-15.1,2007,2,9
Opening Balance,3,366.7,2007,2,9
TRAN,3,0.0,2007,2,9
Closing Balance,3,351.6,2007,2,9
Receipts - Disbursements,4,13.5,2007,2,10
Opening Balance,4,351.6,2007,2,10
TRAN,4,0.0,2007,2,10
Closing Balance,4,365.1,2007,2,10
Receipts - Disbursements,5,-33.7,2007,2,11
Opening Balance,5,365.1,2007,2,11
TRAN,5,0.0,2007,2,11
Closing Balance,5,331.4,2007,2,11
Receipts - Disbursements,6,-46.3,2007,2,12
Opening Balance,6,331.4,2007,2,12
TRAN,6,0.0,2007,2,12
Closing Balance,6,285.1,2007,2,12
Receipts - Disbursements,7,-27.5,2007,2,1
Opening Balance,7,285.1,2007,2,1
TRAN,7,0.0,2007,2,1
Closing Balance,7,257.6,2007,2,1
Receipts - Disbursements,8,144.9,2007,2,2
Opening Balance,8,257.6,2007,2,2
TRAN,8,0.0,2007,2,2
Closing Balance,8,402.5,2007,2,2
Receipts - Disbursements,9,11.2,2007,2,3
Opening Balance,9,402.5,2007,2,3
TRAN,9,0.0,2007,2,3
Closing Balance,9,413.7,2007,2,3
Receipts - Disbursements,10,131.6,2007,2,4
Opening Balance,10,413.7,2007,2,4
TRAN,10,0.0,2007,2,4
Closing Balance,10,545.3,2007,2,4
Receipts - Disbursements,11,71.5,2007,2,5
Opening Balance,11,545.3,2007,2,5
TRAN,11,-310.0,2007,2,5
Closing Balance,11,306.8,2007,2,5
Receipts - Disbursements,12,-32.6,2007,2,6
Opening Balance,12,306.8,2007,2,6
TRAN,12,0.0,2007,2,6
Closing Balance,12,274.2,2007,2,6
Receipts - Disbursements,1,-357.2,2007,1,7
Opening Balance,1,355.7,2007,1,7
TRAN,1,310.0,2007,1,7
Closing Balance,1,308.6,2007,1,7
Receipts - Disbursements,2,58.1,2007,1,8
Opening Balance,2,308.6,2007,1,8
TRAN,2,0.0,2007,1,8
Closing Balance,2,366.7,2007,1,8
Receipts - Disbursements,3,-15.1,2007,1,9
Opening Balance,3,366.7,2007,1,9
TRAN,3,0.0,2007,1,9
Closing Balance,3,351.6,2007,1,9
Receipts - Disbursements,4,8.3,2007,1,10
Opening Balance,4,351.6,2007,1,10
TRAN,4,0.0,2007,1,10
Closing Balance,4,359.9,2007,1,10
Receipts - Disbursements,5,-21.8,2007,1,11
Opening Balance,5,359.9,2007,1,11
TRAN,5,0.0,2007,1,11
Closing Balance,5,338.0,2007,1,11
Receipts - Disbursements,6,-45.3,2007,1,12
Opening Balance,6,338.0,2007,1,12
TRAN,6,0.0,2007,1,12
Closing Balance,6,292.8,2007,1,12
Receipts - Disbursements,7,9.3,2007,1,1
Opening Balance,7,292.8,2007,1,1
TRAN,7,0.0,2007,1,1
Closing Balance,7,302.0,2007,1,1
Receipts - Disbursements,8,141.4,2007,1,2
Opening Balance,8,302.0,2007,1,2
TRAN,8,0.0,2007,1,2
Closing Balance,8,443.5,2007,1,2
Receipts - Disbursements,9,30.2,2007,1,3
Opening Balance,9,443.5,2007,1,3
TRAN,9,0.0,2007,1,3
Closing Balance,9,473.7,2007,1,3
Receipts - Disbursements,10,46.9,2007,1,4
Opening Balance,10,473.7,2007,1,4
TRAN,10,0.0,2007,1,4
Closing Balance,10,520.6,2007,1,4
Receipts - Disbursements,11,73.8,2007,1,5
Opening Balance,11,520.6,2007,1,5
TRAN,11,-310.0,2007,1,5
Closing Balance,11,284.4,2007,1,5
Receipts - Disbursements,12,4.1,2007,1,6
Opening Balance,12,284.4,2007,1,6
TRAN,12,0.0,2007,1,6
Closing Balance,12,288.5,2007,1,6
